Chr1	3631	5899	AT1G01010	1	+	0.0034741208809897	0.018066995264745533
Chr1	23121	31227	AT1G01040	1	+	1.2099328093421731e-09	9.339211200676737e-08
Chr1	31170	33171	AT1G01050	1	-	5.951271460866776e-06	0.00011592915960593861
Chr1	33365	37871	AT1G01060	1	-	1.675461893664989e-07	6.242787256137207e-06
Chr1	47234	49304	AT1G01090	1	-	0.0012078741844292	0.008100729918486498
Chr1	64166	67774	AT1G01140	1	-	1.8091926543981774e-07	6.655058912446502e-06
Chr1	69911	72138	AT1G01150	1	-	0.0006127815820728	0.0047715038517647055
Chr1	86486	88409	AT1G01200	1	-	0.0022278624004528	0.012897444378524945
Chr1	91342	95681	AT1G01220	1	+	4.202077076479545e-06	8.812291209968492e-05
Chr1	114202	116407	AT1G01290	1	+	0.0128320315589759	0.04897533938047661
Chr1	121067	130577	AT1G01320	1	-	5.697619714758241e-07	1.7521320146824545e-05
Chr1	132270	135924	AT1G01340	1	-	0.0078168912123745	0.03387881154063207
Chr1	136090	138162	AT1G01350	1	+	0.0011374318084994	0.007736280516434727
Chr1	159628	162953	AT1G01440	1	-	2.728014856222725e-05	0.00039671459422396555
Chr1	166589	168088	AT1G01453	1	-	0.0008470989349062	0.0061632460046298415
Chr1	171525	172948	AT1G01470	1	-	0.0107415139439575	0.04292139251618777
Chr1	187145	190472	AT1G01510	1	+	7.387357304706772e-09	4.4370314811395046e-07
Chr1	199527	201775	AT1G01550	1	+	0.0013517410390366	0.008844412857968834
Chr1	230908	232630	AT1G01640	1	-	0.0011156143972434	0.007619345708623566
Chr1	232840	237905	AT1G01650	1	-	0.0003349958784776	0.002998476555761479
Chr1	242713	246054	AT1G01670	1	-	0.0015015949642011	0.009580300485292993
Chr1	249041	252522	AT1G01690	1	+	4.434882984181122e-05	0.0005888666732708889
Chr1	259307	261667	AT1G01700	1	-	0.0050178519500428	0.024060652261078407
Chr1	278600	282891	AT1G01770	1	+	1.15388453670133e-07	4.564870146565948e-06
Chr1	284350	291203	AT1G01790	1	+	6.440268040499286e-05	0.0007981641165291539
Chr1	293246	295086	AT1G01800	1	+	0.0006413968464021	0.004944243604752017
Chr1	298451	302310	AT1G01830	1	-	0.0005484793012698	0.004390880459731575
Chr1	306467	309541	AT1G01880	1	-	0.0120671287123492	0.04684670200666924
Chr1	310169	313130	AT1G01900	1	+	0.0055298844829225	0.02610340886494567
Chr1	313101	316090	AT1G01910	1	-	0.0015678895966891	0.009891084698587911
Chr1	325316	330619	AT1G01950	1	+	1.2417697922251952e-06	3.299606877752211e-05
Chr1	330588	337912	AT1G01960	1	-	0.0002371759611553	0.002266042406000762
Chr1	373335	386913	AT1G02080	1	+	1.2329681308717476e-13	3.5546471213032484e-11
Chr1	395689	400001	AT1G02120	1	+	0.0024503124551197	0.013871871984506812
Chr1	404600	408619	AT1G02145	1	+	0.0006676439840702	0.005095997435440295
Chr1	434965	436922	AT1G02230	1	-	0.0036302749401924	0.018752219758252524
Chr1	437860	439559	AT1G02250	1	-	0.0025192055600345	0.014161091161744018
Chr1	443118	446296	AT1G02270	1	-	0.006760828792166	0.030329314838653452
Chr1	453107	455519	AT1G02300	1	+	1.327577521135929e-07	5.1117275371417475e-06
Chr1	455688	458164	AT1G02305	1	+	0.0036211855717001	0.018717844918353006
Chr1	461946	463618	AT1G02330	1	-	0.0028294060820693	0.015460180496765303
Chr1	474373	476612	AT1G02370	1	+	0.0001655443386197	0.0017152356810084279
Chr1	480650	483373	AT1G02390	1	+	4.0386114581346524e-06	8.553400796181599e-05
Chr1	513699	515422	AT1G02475	1	-	0.0005208370023523	0.004211986192935991
Chr1	523536	529069	AT1G02520	1	+	0.0003714352447865	0.003258570743916256
Chr1	553019	556152	AT1G02610	1	-	0.0017832955018215	0.01093008967685652
Chr1	560610	562598	AT1G02630	1	-	0.0033735603843579	0.01767957207562613
Chr1	571826	575085	AT1G02660	1	-	0.0044550664601282	0.022040251573658687
Chr1	575922	580532	AT1G02670	1	+	2.27302385584938e-08	1.1408141045949691e-06
Chr1	594502	598657	AT1G02730	1	-	2.1088382886849564e-05	0.00032533944006842697
Chr1	618061	620502	AT1G02810	1	+	0.0032695107929584	0.017263735560621003
Chr1	626639	629993	AT1G02840	1	+	0.0015210547468064	0.009677684601473878
Chr1	645084	652001	AT1G02890	1	-	6.867155865252179e-08	2.938480201784346e-06
Chr1	655568	658216	AT1G02910	1	-	0.0004155095481948	0.0035530437658398448
Chr1	677360	681378	AT1G02980	1	+	0.0009440543956892	0.006711982300300774
Chr1	681331	687385	AT1G02990	1	-	3.249795995628735e-05	0.0004573111338815201
Chr1	687795	692660	AT1G03000	1	-	0.0033021941487508	0.017396483747553322
Chr1	693190	696504	AT1G03010	1	+	0.0060548377526638	0.02794093195827088
Chr1	703847	706689	AT1G03040	1	-	0.0050478334520152	0.02417425887401964
Chr1	712440	727553	AT1G03060	1	-	7.03216786424308e-21	1.01368699763064e-17
Chr1	731554	738306	AT1G03080	1	-	1.44434317104979e-06	3.7513886145374274e-05
Chr1	739544	744184	AT1G03090	1	+	0.0076702854279461	0.03339192906166906
Chr1	754261	756303	AT1G03140	1	-	0.0089305263529296	0.037381789438106765
Chr1	756414	758678	AT1G03150	1	+	0.0026865739826348	0.014855704228120124
Chr1	761261	766194	AT1G03160	1	+	4.8888151490178285e-11	5.8422607563185075e-09
Chr1	775527	780062	AT1G03190	1	+	3.540602768333677e-05	0.0004889848038853169
Chr1	786832	788722	AT1G03220	1	+	0.000228011656417	0.0022091720548836832
Chr1	793315	795403	AT1G03250	1	-	0.0001341703450766	0.001440644710822487
Chr1	795449	798491	AT1G03260	1	-	0.0001337138603644	0.0014377512706035065
Chr1	802970	807066	AT1G03280	1	+	0.005858871351176	0.027210835449763042
Chr1	807361	813216	AT1G03290	1	+	0.0007282598293679	0.005465858999199884
Chr1	813413	816812	AT1G03310	1	+	4.269034617368315e-07	1.38287941594077e-05
Chr1	822582	824410	AT1G03350	1	-	0.0072000516133498	0.03183937936130405
Chr1	830550	835411	AT1G03370	1	+	0.0042410130193008	0.021213342935839003
Chr1	835767	841373	AT1G03380	1	+	0.0002304768410613	0.0022251738389741133
Chr1	854410	859701	AT1G03445	1	-	2.722769528264301e-05	0.0003962016176649075
Chr1	877861	880259	AT1G03520	1	-	0.0077908140275793	0.03379487205794414
Chr1	894238	897718	AT1G03590	1	-	0.0094940905296182	0.03894907576931949
Chr1	904032	907643	AT1G03620	1	-	7.384465741502466e-06	0.00013835525415273185
Chr1	907523	909650	AT1G03630	1	+	0.0046636016977071	0.02279807324203403
Chr1	933426	937152	AT1G03740	1	+	9.85668758774714e-07	2.7258350422517994e-05
Chr1	944572	947682	AT1G03770	1	+	0.0016464014990327	0.01025178298425761
Chr1	947520	951850	AT1G03780	1	-	0.0055936781261197	0.02631299047538747
Chr1	967470	970334	AT1G03840	1	-	1.7029987902551494e-05	0.0002724791471808953
Chr1	975871	977911	AT1G03850	1	-	0.0018133741900543	0.011055686576635575
Chr1	979307	982002	AT1G03860	1	-	0.00171979036382	0.01060568046822045
Chr1	991106	993126	AT1G03900	1	+	0.0014749410710447	0.00943111751111033
Chr1	993400	995989	AT1G03905	1	+	8.687786473328986e-05	0.001013531144263327
Chr1	1013643	1017957	AT1G03960	1	+	3.3903868986780335e-08	1.6127916593592605e-06
Chr1	1036493	1040262	AT1G04020	1	+	0.0009891714267482	0.0069576852047942925
Chr1	1045598	1049864	AT1G04050	1	-	5.645948105483855e-05	0.0007182468124924415
Chr1	1051312	1056827	AT1G04080	1	+	0.0010179174357547	0.007120790942749894
Chr1	1064264	1071080	AT1G04120	1	-	2.9095611388207257e-12	5.122604435554292e-10
Chr1	1073274	1075568	AT1G04130	1	+	9.165568350677608e-05	0.0010580313735737154
Chr1	1075543	1080630	AT1G04140	1	-	1.332109341859549e-06	3.507279664457607e-05
Chr1	1086170	1096510	AT1G04160	1	+	3.668141459688159e-15	1.5962644269103339e-12
Chr1	1096882	1099901	AT1G04170	1	+	0.0112671052486987	0.044543112008225375
Chr1	1109395	1114155	AT1G04200	1	+	5.663055000424947e-10	4.837507427029666e-08
Chr1	1125515	1128788	AT1G04230	1	+	2.619409481345027e-05	0.00038358133509677273
Chr1	1148564	1154667	AT1G04300	1	-	1.5012342782191888e-07	5.66685227378844e-06
Chr1	1164910	1167135	AT1G04350	1	+	0.0006964315717932	0.005273308526539187
Chr1	1176544	1178488	AT1G04380	1	-	0.0005960017334486	0.004689603184178292
Chr1	1185512	1188696	AT1G04400	1	-	1.8135057143406362e-07	6.660301878272681e-06
Chr1	1191519	1193884	AT1G04420	1	+	0.0001915212527811	0.0019255650279613298
Chr1	1197956	1201579	AT1G04430	1	+	1.306982275623784e-09	9.981536160591707e-08
Chr1	1210924	1214841	AT1G04470	1	-	0.0011751365593535	0.007927273941190149
Chr1	1236754	1239199	AT1G04540	1	+	3.0439552923424112e-05	0.00043471074218319114
Chr1	1244947	1246059	AT1G04560	1	+	0.001947573099716	0.011682399472522711
Chr1	1261762	1272588	AT1G04600	1	+	2.8636764252716607e-10	2.7068784046092452e-08
Chr1	1313443	1315823	AT1G04690	1	+	5.898731411761254e-05	0.0007438400288729446
Chr1	1316139	1321000	AT1G04700	1	+	3.1802792086264794e-05	0.0004497238483615029
Chr1	1325099	1331169	AT1G04730	1	-	0.0020031647285022	0.011919024170651727
Chr1	1331466	1333651	AT1G04750	1	-	1.548250415068648e-06	3.950093758091073e-05
Chr1	1350080	1355466	AT1G04810	1	+	5.129248173191761e-10	4.4575363305549805e-08
Chr1	1365107	1368940	AT1G04850	1	-	0.0052873114929402	0.025148804345880134
Chr1	1369036	1373103	AT1G04860	1	-	0.0002415281672754	0.0023009523544154586
Chr1	1391434	1395953	AT1G04920	1	-	1.420267657120582e-08	7.635676746813311e-07
Chr1	1396265	1399122	AT1G04930	1	-	0.00087393869745	0.0063325548595623005
Chr1	1403085	1407531	AT1G04950	1	-	0.0020025754795584	0.011919024170651727
Chr1	1418612	1421863	AT1G04990	1	-	2.097041355776628e-08	1.0700478280892067e-06
Chr1	1435155	1437763	AT1G05020	1	-	0.000736780814405	0.005513664082880246
Chr1	1451002	1452872	AT1G05060	1	-	0.0053169775423356	0.025274272472470792
Chr1	1457007	1458802	AT1G05070	1	-	0.000664528125454	0.005075058505122867
Chr1	1459091	1460579	AT1G05080	1	+	0.0029805556224433	0.016019135060078505
Chr1	1471323	1476289	AT1G05120	1	-	0.0002858226345027	0.002626147945741748
Chr1	1484067	1487027	AT1G05150	1	-	0.0055868124269428	0.026286055041821448
Chr1	1487378	1491005	AT1G05160	1	-	0.0031295166715587	0.016659650362396156
Chr1	1529767	1531484	AT1G05260	1	+	0.0048480930833872	0.02344159724847849
Chr1	1539152	1540562	AT1G05290	1	-	0.0091036414565826	0.03779092630572734
Chr1	1550503	1552587	AT1G05310	1	-	0.0041830379248949	0.020959802562607925
Chr1	1553568	1557848	AT1G05320	1	+	3.569437126939403e-05	0.0004920830717019151
Chr1	1560678	1564409	AT1G05350	1	-	7.870722093625016e-14	2.3273119790688123e-11
Chr1	1564491	1567508	AT1G05360	1	+	3.505988591363573e-06	7.578455564312039e-05
Chr1	1576822	1582672	AT1G05380	1	+	1.0550002948958622e-11	1.5498424714317303e-09
Chr1	1601148	1605034	AT1G05460	1	-	0.0010440545677021	0.0072447663665345455
Chr1	1618504	1623489	AT1G05490	1	-	8.214488249708778e-05	0.0009672773227703502
Chr1	1624919	1629289	AT1G05500	1	+	0.0031726096278455	0.016852387944870706
Chr1	1647575	1659611	AT1G05570	1	-	1.4425058982280759e-16	7.393323563718298e-14
Chr1	1669350	1671902	AT1G05590	1	+	0.0001193026939372	0.0013115335238167687
Chr1	1673861	1676077	AT1G05610	1	-	0.000357245614616	0.0031544842478956445
Chr1	1697541	1701065	AT1G05670	1	-	0.0001308087882397	0.0014124409606556371
